Id,label1
1,0.034416614492547085
2,0.8375508454183527
3,0.665238441603457
4,0.16214059596399055
5,0.15693948699742458
6,0.07663966325188544
7,0.11714764931522319
8,0.14194346103183705
9,0.1200114319753128
10,0.9338245580958263
11,0.6051166723723573
12,0.23326061186513905
13,0.8831950032838891
14,0.20196413815224126
15,0.6615093111654855
16,0.7348685949403083
17,0.1253506054047652
18,0.6257383273814365
19,0.7537886714808611
20,0.7132913202709873
21,0.15618708886710697
22,0.5203812669988315
23,0.9448940989014035
24,0.891249513258988
25,0.18158574955984222
26,0.2411038438593473
27,0.5624355460583765
28,0.37558132474584915
29,0.8150834482319067
30,0.7161010478873383
31,0.09070490439569706
32,0.8531012092276058
33,0.7248206766474127
34,0.8057345811634672
35,0.8004292505892872
36,0.7906581206580033
37,0.15161105747863285
38,0.6886157151159777
39,0.8681111239966443
40,0.37786656460476714
41,0.6551029664045306
42,0.5691898668974922
43,0.38732928088674456
44,0.044175230495836035
45,0.04229541612090102
46,0.7280991025241398
47,0.7435300180668215
48,0.03643050599309367
49,0.841775636878813
50,0.10062334125945484
51,0.22046433102400187
52,0.0621919488790029
53,0.07115688540506013
54,0.22606501169273266
55,0.06258202696166754
56,0.27594531872746025
57,0.687900145715647
58,0.9165369644888449
59,0.03454601185302286
60,0.9011621432242359
61,0.5798654215350981
62,0.15053945995133222
63,0.1954424324936441
64,0.08781919406644742
65,0.7335147156690923
66,0.06304422895326406
67,0.27940218731226085
68,0.344759939005745
69,0.13641994187865086
70,0.40996574363469634
71,0.04198432361880567
72,0.8012144944524922
73,0.14723670360217014
74,0.9057338497563421
75,0.15791545696279
76,0.3421460931660662
77,0.8276422221912433
78,0.7807712731674673
79,0.06595801959986902
80,0.16323876550535904
81,0.07212523357751345
82,0.09218818583251594
83,0.7537310615944928
84,0.648497692360101
85,0.8563589195434539
86,0.08558669061237716
87,0.885612578973203
88,0.8268865961860578
89,0.8580878919912942
90,0.05926274834670991
91,0.9043588062775479
92,0.16598091091008202
93,0.22666403580554262
94,0.5713974397374386
95,0.8650998933122317
96,0.10107287046377256
97,0.9232802059150425
98,0.12583181342603134
99,0.6537364119943152
100,0.9006443632241432
101,0.7264864064396553
102,0.78114292157258
103,0.6076416436749927
104,0.3905320307452625
105,0.6769274534524785
106,0.47244950543007336
107,0.47473901123055234
108,0.07962188319709225
109,0.2048552718825297
110,0.3196748046581397
111,0.724552142851607
112,0.09357684616557767
113,0.06151283380398805
114,0.4756132853774847
115,0.755515822592373
116,0.036288292379619294
117,0.663459522258597
118,0.07440848535330001
119,0.08103132384637883
120,0.8251145078226267
121,0.10606806206656001
122,0.05626598165750796
123,0.7638904931768995
124,0.8679435911673087
125,0.8585541634195488
126,0.07585989943739004
127,0.8651218855779553
128,0.10968563979221402
129,0.14505691032491955
130,0.6128458446550025
131,0.07643361971660895
132,0.10795310789221003
133,0.19362682543455131
134,0.2280212729974048
135,0.11789514504877527
136,0.11603073421509248
137,0.7415552717189242
138,0.027465265353786468
139,0.09336024199006956
140,0.7521816953672393
141,0.8653260955513531
142,0.07970789992290805
143,0.929393026565112
144,0.17250025229795157
145,0.1420093173203065
146,0.1259842188807081
147,0.6288627771704439
148,0.6841701552503417
149,0.27755149302184146
150,0.8252909340196748
151,0.8290786605250691
152,0.06217986804322104
153,0.7769127705196838
154,0.07985844903018115
155,0.22182213311727147
156,0.1840948102329944
157,0.0738366004962617
158,0.3061665198058085
159,0.07595527202932711
160,0.6872388635477998
161,0.08984420679905451
162,0.10374065483839123
163,0.9288628339150771
164,0.4705458821109499
165,0.8575233026709461
166,0.787716257860758
167,0.09850242476107894
168,0.08283590326996128
169,0.08384931605295719
170,0.15194470574271227
171,0.16635932392775682
172,0.8535283681469659
173,0.06194040949971507
174,0.10166037138118394
175,0.6752684384914812
176,0.02183110306635589
177,0.7095322581498464
178,0.35234924329655853
179,0.8153588488204999
180,0.15333594115701743
181,0.8510958700230811
182,0.10275950325886007
183,0.8269110095185791
184,0.12834621152453546
185,0.19426531589741133
186,0.8403160019282662
187,0.551542789383992
188,0.8107571984738403
189,0.18808404417806357
190,0.18444396440031097
191,0.14778265160264437
192,0.39229150016854486
193,0.6871390032183644
194,0.8603771998886462
195,0.25794327099283204
196,0.8614681610406788
197,0.03950651868808184
198,0.9158604070186098
199,0.5814201503717947
200,0.8967034017202514
201,0.05566223543475231
202,0.025345865356301348
203,0.4436274890815905
204,0.8724377739001905
205,0.8394738929857507
206,0.687718658589172
207,0.675193291634382
208,0.13961262301294677
209,0.7197252588029114
