0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,target
-8.044233,6.463157,1.9717189999999998,-0.421921,-2.023931,4.962639,2.475241,0.47566499999999995,1.829668,-2.3634619999999997,-6.148433,-4.192991,-2.9186509999999997,-0.903457,4.341329,-3.502681,-0.307128,1.7488130000000002,0.879325,-7.434106,3.5932980000000003,-1.683495,3.827956,-1.0141959999999999,-2.297364,3.074377,2.675406,0.921212,-1.120771,1.302758,5.06196,-3.8162550000000004,-0.559871,-0.24138,-8.257585,-1.117422,-4.574365,3.4204220000000003,-0.5475439999999999,1.4955120000000002,-9.245705000000001,-3.1623259999999997,1.60738,-3.927554,-2.595042,4.526326,0
1.421344,-3.2438689999999997,-2.815787,4.167276,-0.88236,-6.894471,-7.241637,3.163034,2.674456,4.595228,9.349774,-2.018268,-2.623198,-0.026922,-3.447832,-5.864469000000001,-3.616221,-7.756114999999999,2.121096,6.07308,-3.7072190000000003,5.824651,6.1721260000000004,5.884105,-6.889767,-6.2558489999999995,-2.3343279999999997,1.553661,2.808271,-6.014375,-4.160946,11.954561,4.021274,1.397804,-2.574346,6.906086,1.653418,3.1368970000000003,4.083003,5.247751999999999,7.929807,2.083095,-10.468982,-4.570012,2.234987,-7.0712410000000006,1
7.352556,-0.513306,4.11183,6.119149,4.699565,-4.250769,2.080085,7.155058,2.083384,-0.00037200000000000004,4.8614489999999995,4.630065,-3.750208,-3.039413,0.423804,4.381424,-4.851116,-7.420883,3.0136689999999997,4.040938,-5.524458,6.516546,1.5246469999999999,-1.778925,1.8082150000000001,-7.111988,3.8404050000000005,-5.306796,2.823155,2.780417,-0.466095,3.8134050000000004,-5.3710580000000006,6.165079,-8.459686,0.96757,9.942502000000001,-0.039611,-1.810819,-2.517904,5.957225,4.369571,-5.658567,0.97311,4.676922,-2.111678,1
-2.642475,4.222487999999999,1.573767,10.078471,5.672413,-1.96786,8.141178,-5.04358,1.326498,-4.311958,-2.178293,-1.014406,2.898012,-1.424885,-9.409019,1.953611,3.428807,0.387847,-7.036466000000001,-2.366177,-4.209403,-1.636287,1.0708719999999998,3.392572,5.8974660000000005,1.7550189999999999,0.35081100000000004,-0.897739,2.491964,-0.399028,-1.9298009999999999,4.199896,-5.488154,2.303905,-4.15361,-4.789464,-6.8948100000000005,1.259673,6.334822,-0.539457,-1.131599,-5.352335,-4.36027,-3.461307,-1.193627,3.8496230000000002,0
-1.048289,-3.700111,-2.1902470000000003,-2.868296,-0.450633,1.550011,-1.553309,-0.597062,1.8386630000000002,-5.903585,-1.871734,-2.428826,-2.354324,2.260048,-1.005727,3.244167,-1.9189349999999998,0.439183,0.22386,6.18954,-8.008282000000001,3.6396589999999995,0.349641,-3.5061089999999995,5.395967,-0.176984,6.213337,2.156755,6.137653,-3.91966,3.159665,-7.213071,2.283787,-1.633235,-1.385019,2.689366,-1.980822,1.8839439999999998,4.339535,-6.189575,4.511414,-0.049066000000000005,-5.200219000000001,0.8962030000000001,-1.5117260000000001,2.6231259999999996,0
-2.365043,1.665713,4.994013,1.4231280000000002,0.36889,2.100219,-3.1656150000000003,-2.945163,-0.35998800000000003,-4.40069,3.458331,-4.0307830000000004,4.938308999999999,-5.168474,0.22338200000000002,-7.692111,-0.593032,1.393888,7.3455070000000005,-5.939266,3.830197,4.577533,-8.072852000000001,-6.6173850000000005,-4.006372,6.151758,-2.186419,9.518423,-5.899891,-0.531443,-3.62025,-3.017795,2.83509,-0.427016,1.562103,-1.310936,-9.167882,3.197397,-8.726004,-3.045439,-4.3874889999999995,-1.454869,-9.166536,-4.717208,2.874795,-3.874953,0
3.31204,-0.781954,1.300183,5.823871,-0.382383,-4.437132,-3.567999,0.573805,2.208398,5.940664,-4.302704,-6.042227,5.848214,0.960634,-0.14753,-1.746089,-1.503411,0.9018729999999999,-0.55734,-4.361739,-1.716477,3.6582339999999998,4.378803,5.664308,-1.0495459999999999,3.481497,-0.291198,-0.741801,0.914431,-1.06985,0.000563,4.598362,3.5238120000000004,3.3239660000000004,1.516569,-0.1533,-2.958612,-1.2104190000000001,4.220103,2.667321,1.373114,5.064598,0.071434,0.5154880000000001,3.7828699999999995,-0.725232,1
-0.617193,0.324156,-2.5272509999999997,-5.252278,3.42066,-4.948746,5.240513,-5.512362,6.266108999999999,1.816034,-3.918925,4.424019,2.4121479999999997,-0.71797,9.337321000000001,-5.489247,-6.298586,-3.176548,-8.965369,-3.2901800000000003,-3.925498,-0.22269899999999998,0.6796909999999999,-1.1819030000000001,2.681222,-1.098422,6.274882,-0.447345,-4.2508230000000005,-3.524344,1.538038,-2.096588,-3.6352349999999998,-2.264687,-7.116119,4.5379879999999995,6.9441630000000005,-1.446259,3.5533,-0.182142,0.715395,0.068512,-3.234244,14.776062,8.068422,-4.570215,0
-6.572464999999999,-0.646311,-6.063726,5.798091,5.544485,3.3559989999999997,-5.104715000000001,4.995181,4.227687,5.423563,4.276512,1.5865690000000001,1.488207,-1.055891,0.858483,1.8636849999999998,-2.2615540000000003,-1.381051,1.530875,0.670037,1.1327049999999999,-0.521351,-4.624171,-0.071489,-3.1396889999999997,-12.44463,7.871687,-2.301565,-2.137377,4.063962,-1.614374,-0.8892950000000001,-2.709168,-1.7158919999999998,-4.604118,2.799978,-3.655298,4.314664,2.0107909999999998,5.593071,-3.9383,-1.3123719999999999,-0.09451699999999999,-3.664929,-1.0188030000000001,-3.677867,0
-1.879318,-5.176356,1.095955,-1.367599,-5.251815000000001,-1.038993,-2.2280279999999997,3.153511,-2.376816,0.10432000000000001,-4.660833,1.1525450000000002,-6.671469999999999,2.213337,4.368239,-3.09816,-0.060400999999999996,0.062887,-3.169521,-1.694257,-4.170058,1.595717,-3.192882,-5.006652,-1.393518,-7.648498,-3.806781,-1.068778,-5.2664919999999995,-0.480274,4.811051,-4.9383300000000006,-5.463513,-6.892257000000001,-4.357558999999999,-0.09864099999999999,3.5886,-7.714728999999999,0.168567,-7.312309,0.751792,5.700409,-1.225174,-8.597239,1.192533,-1.558776,1
5.1044089999999995,0.60548,-1.0655940000000002,-0.85845,-0.7583840000000001,3.9041019999999995,7.504294,-0.8906430000000001,-5.663566,-8.1059,1.22438,-9.263575999999999,5.044897,-0.873023,-1.334732,5.67761,1.60693,0.973447,4.688352,2.916303,-3.310576,-5.942809,1.323286,-1.945628,2.704679,-4.286621,-5.185398999999999,3.316796,2.950671,-2.01899,-2.054467,2.775244,-7.177060000000001,2.5003610000000003,3.1916849999999997,-1.171607,-2.200685,3.517553,1.882783,-1.024548,0.701911,4.035014,-1.6898900000000001,3.2960300000000005,-0.229059,2.709314,0
6.158161,0.8812979999999999,-0.648407,-3.3286,-3.102617,-1.385484,-4.192507,-7.546232000000001,-0.598704,-1.853518,-1.4976180000000001,-2.2746630000000003,-1.09503,-0.5914739999999999,3.5764910000000003,-4.239168,4.725775,-1.9008180000000001,-6.808091,1.532593,-0.091875,-1.171653,-1.3344850000000001,-9.850708000000001,3.1335439999999997,0.439341,1.072023,10.10261,8.344192,-5.046513,-2.529931,-1.3299379999999998,0.8082229999999999,5.944676,-1.68668,-3.975346,-2.5341549999999997,6.099394,5.303393,-1.1845649999999999,1.3297809999999999,-10.579757,-2.0568779999999998,-1.2949950000000001,-1.2201,-3.697947,1
-1.071258,-0.168328,-0.944376,2.0779349999999996,1.6709779999999999,5.057691999999999,9.225521,-2.86157,-1.041138,-2.4304509999999997,2.738529,2.255458,1.473763,0.201944,0.881461,4.757455,-6.1796809999999995,6.44953,-7.545564,0.564918,7.524361,-0.466404,-3.005902,2.261648,-2.14793,-0.9948950000000001,-0.620449,-0.365188,-0.393862,3.426019,1.441755,3.125555,2.315707,0.780303,10.765917,6.86309,-4.2183720000000005,0.9302959999999999,-0.305973,-0.591457,5.578166,0.636728,7.602688000000001,3.176499,-5.670221,-2.026066,1
-6.027108999999999,0.844626,-0.69468,-2.431043,7.050198,3.781819,-6.148306,-11.012684,5.7888459999999995,1.852398,-3.51606,1.073209,2.069079,0.12174000000000001,3.9523620000000004,-1.514839,-3.334594,-0.451905,-6.177901,-5.484632,0.566334,-0.37856,3.795401,-1.575819,0.52769,-6.320574,1.076196,-2.46069,-3.3650349999999998,6.126638,-2.322446,-1.0951309999999999,-3.646715,-1.533839,-7.808644999999999,3.7212169999999998,5.422949,0.9476680000000001,-0.540454,-1.7390279999999998,3.5427400000000002,-2.392805,-2.807891,-0.464525,-3.116492,-2.190697,0
-10.817279,3.077625,-2.0238549999999997,0.650438,2.177924,0.068881,-8.82473,-6.105162,1.977929,-5.518929,-10.799748,-0.895076,3.340447,-0.262128,0.76315,-0.407973,2.58201,-0.394851,-0.5212479999999999,-6.043935,-4.540432,1.152579,-0.926831,-5.9913099999999995,7.707232,2.806804,0.7372270000000001,1.453106,-0.8649889999999999,-0.119323,-2.555094,-0.269964,-4.46255,-8.560222,5.969632,1.626256,2.830759,-0.201728,-8.908333,4.398968,-3.6947629999999996,-0.8613559999999999,2.417238,-3.5074730000000005,0.620368,8.622176,0
0.29949699999999996,7.508297,-1.669242,-3.148029,6.886036,-2.840909,-0.086355,6.959065,-1.348208,-2.6926189999999997,-6.215406,5.18279,-2.082748,2.265304,-0.852834,-0.196798,0.458244,-1.147566,1.324451,5.8902339999999995,-7.265528999999999,-1.155322,-2.8627860000000003,-1.6074979999999999,-6.754123,4.931943,-0.291648,-4.518655,-1.492328,-2.220655,-2.435093,2.971464,3.175432,5.408929,-2.840463,-3.3498900000000003,0.677971,1.414733,5.9913419999999995,-0.44401899999999994,-3.617754,-4.195046,-7.202891,1.829306,1.205371,-0.73558,0
7.669531,2.550334,2.737951,-6.861539,2.880101,-2.439207,-5.228546,6.406849,5.265585,0.988088,-0.164934,-0.198697,1.505768,6.881044999999999,-1.27661,7.651256,7.459997,4.816644,-2.518279,-4.965487,1.018081,-2.7297439999999997,-3.787754,0.253804,-0.8729299999999999,3.142345,0.621408,5.857689,-1.825611,-1.316006,7.09317,1.065153,3.536051,-3.6241510000000003,2.278508,-1.261526,-7.050041,1.439856,-4.610462,-5.944891999999999,3.895207,7.3162199999999995,2.432411,0.180954,0.156563,3.9087620000000003,1
-3.423258,-1.543161,-1.627781,-0.370567,4.9824470000000005,4.901201,-0.265556,4.8732,4.2359279999999995,-3.135774,-7.378214,2.3068,5.255783999999999,-3.2443619999999997,1.811368,5.19698,-0.117131,-0.50813,1.089957,0.373202,-2.802403,-4.70561,-0.166171,0.699715,3.790393,-3.482901,-2.223908,0.10328299999999999,4.963927,-3.110995,6.2421120000000005,-2.96397,-6.251231,1.049253,10.023061,-4.093998,-0.285841,-0.527362,1.6335620000000002,1.7130290000000001,-1.9756470000000002,-0.861682,2.528252,-2.972225,-2.688731,-0.133517,1
